country;continent;year;lifeExp;pop;gdpPercap
Turkey;Europe;1982;61.036;47328791;4241356344
Cambodia;Asia;1972;40.317;7450606;4216240257
Slovenia;Europe;1952;65.57;1489518;4215041741
Ethiopia;Africa;1992;48.091;52088559;4213534653
Paraguay;Americas;1992;68.225;4483945;4196411078
Portugal;Europe;1960;64.25;9036700;4196145957
Ethiopia;Africa;1962;40.059;25145372;4194564161
Namibia;Africa;1982;58.968;1099010;4191100511
Iran;Asia;1962;49.325;22874000;4187329802
Syria;Asia;2007;74.143;19314747;4184548089
Algeria;Africa;1972;54.518;14760787;4182663766
Qatar;Asia;1992;69.937;529399;4178167545
Egypt;Africa;1997;67.217;66134291;4173181797
Paraguay;Americas;2007;71.752;6667147;4172838464
Malawi;Africa;1957;37.207;3221238;4163698064
Spain;Europe;1955;66.78;29318745;4163500932
Jordan;Asia;1982;63.739;2347031;4161415959
Liberia;Africa;2007;45.678;3193942;4145073415
El Salvador;Americas;1987;63.154;4842194;4140442097
Mexico;Americas;1957;55.19;35015548;4131546641
Iraq;Asia;1952;45.32;5441766;4129766056
Malta;Europe;1972;70.648;319430;4129491285
Norway;Europe;1997;78.32;4405672;4128316433
Swaziland;Africa;2002;43.869;1130269;4128116943
Bosnia and Herzegovina;Europe;1982;70.69;4172693;4126613157
Fiji;Oceania;2007;68.774;918675;4118158294
Lesotho;Africa;1962;47.747;893143;4118006266
Latvia;FSU;1966;71.16;2278721;4110991504
Mozambique;Africa;1992;44.284;13160731;4108968239
Korea  Dem. Rep.;Asia;1982;69.1;17647518;4106525293
El Salvador;Americas;1982;56.604;4474873;4098344175
Syria;Asia;2002;73.053;17155814;4090925331
Tonga;;1987;69.17;93982;4088357279
Qatar;Asia;1987;68.369;402134;4087069142
Israel;Asia;1952;65.39;1620914;4086522128
Ecuador;Americas;1962;54.64;4681707;4086114078
Ukraine;FSU;2001;67.93;48510505;4082186353
United States;Americas;2004;77.88;293027571;4080433426
Latvia;FSU;1965;71.2;2253604;4078828307
Luxembourg;Europe;1989;74.68;377621;4073666326
Namibia;Africa;2002;51.479;1972153;4072324751
Zimbabwe;Africa;1952;48.451;3080907;4068841148
Ireland;Europe;2007;78.885;4109086;4067599635
Taiwan;Asia;1972;69.39;15226039;4062523897
Japan;Asia;1956;65.63;90766211;4058838069
Spain;Europe;1954;67.01;29060413;4039519387
Guatemala;Americas;1972;53.738;5149581;4031408271
Kuwait;Asia;1997;76.156;1765345;4030061996
Poland;Europe;1952;61.31;25730551;4029329699
Reunion;;1967;60.542;414024;4021175739
Congo  Rep.;Africa;1992;56.433;2409073;4016239529
Syria;Asia;1997;71.527;15081016;4014238972
Fiji;Oceania;2002;67.832;856346;4004481972
Paraguay;Americas;1987;67.378;3886512;3998875695
Swaziland;Africa;1987;57.678;779348;3984839812
Hong Kong  China;;2007;82.208;6980412;3972497867
Sri Lanka;Asia;2007;72.396;20378239;3970095407
Portugal;Europe;1959;62.99;8961550;3966469796
Bulgaria;Europe;1961;70.22;7943118;3966093248
Turkmenistan;Asia;1992;63.304;3848424;3961890968
Norway;Europe;1996;78.32;4381277;3946528969
Romania;Europe;1957;64.1;17829327;3943370225
Chile;Americas;1952;54.745;6377619;3939978789
United States;Americas;2002;77.31;287675526;3909709955
Ukraine;FSU;1995;66.79;51247259;3909539358
Puerto Rico;Americas;1957;68.54;2260000;3907156189
United States;Americas;2000;77.13;282338631;3902586282
Mozambique;Africa;1987;42.861;12891952;3898761846
United States;Americas;2001;77.25;285023886;3889110952
Namibia;Africa;1977;56.437;977026;3876485958
Grenada;;1982;65.503;92112;3872355321
Jordan;Asia;2002;71.263;5307470;3844917194
Vanuatu;;1997;66.462;179428;3840467248
Spain;Europe;1952;64.94;28549870;3834034742
Angola;Africa;1957;31.999;4561361;3827940465
Malaysia;Asia;1977;65.256;12845381;3827921571
Bolivia;Americas;2007;65.554;9119152;3822137084
Japan;Asia;1955;65.77;89815060;3814965272
Namibia;Africa;1992;61.999;1554253;3804537999
Egypt;Africa;1992;63.674;59402198;3794755195
Namibia;Africa;1967;51.159;706640;3793694753
Portugal;Europe;1958;63.81;8888550;3793655171
Ethiopia;Africa;1957;36.667;22815614;3789041632
Spain;Europe;1953;65.81;28804128;3787808989
Paraguay;Americas;2002;70.755;5884491;3783674243
Swaziland;Africa;1977;52.537;551425;3781410618
Ecuador;Americas;1957;51.356;4058385;3780546651
El Salvador;Americas;1962;52.307;2747687;3776803627
Portugal;Europe;1957;61.51;8817650;3774571743
Norway;Europe;1995;77.89;4359101;3768597493
Syria;Asia;1982;64.59;9410494;3761837715
Peru;Americas;1952;43.902;8025700;3758523437
Equatorial Guinea;Africa;1952;34.482;216964;3756431231
Namibia;Africa;1972;53.867;821782;3746080948
Georgia;;1972;68.158;4786475;3741226071
Albania;Europe;1987;72.0;3075321;3738932735
Luxembourg;Europe;1988;74.75;375624;3737359064
Samoa;;1997;68.381;180418;3734023494
Belize;;1982;71.031;153277;3732094919
Mauritius;Africa;1977;64.93;913025;3710982963
Korea  Dem. Rep.;Asia;1972;63.983;14781241;3701621503
Ukraine;FSU;2000;67.79;49007559;3700350923
United Arab Emirates;Asia;2007;78.672;2642566;3695368369
Namibia;Africa;1987;60.835;1278184;3693731337
Malawi;Africa;1952;36.256;2917802;3691650802
Mauritius;Africa;1982;66.711;992040;3688037739
Cambodia;Asia;1952;39.417;4693836;3684692856
United States;Americas;1998;76.98;276115288;3683982007
West Bank and Gaza;Asia;1977;60.765;1261091;3682831494
Montenegro;Europe;1957;61.448;442829;3682259903
Netherlands;Europe;2007;79.762;16570613;3679793332
Russia;FSU;1950;57.3;101936816;3674952691
Singapore;Asia;1962;65.798;1750200;3674735572
Vanuatu;;2007;70.038;211971;3656907161
Switzerland;Europe;2006;81.74;7523934;3652309834
Taiwan;Asia;1971;69.1;14918496;3652203544
Maldives;;2002;65.584;320165;3643831807
Fiji;Oceania;1997;66.836;797890;3643629208
Samoa;;1987;63.659;166575;3642570512
New Caledonia;;1992;71.48;175612;3638317017
Nicaragua;Americas;1962;48.632;1590597;3634364406
Congo  Rep.;Africa;2007;55.322;3800610;3632557798
Canada;;2007;80.653;33390141;3631923501
Albania;Europe;1982;70.42;2780097;3630880722
Norway;Europe;1994;77.86;4336638;3629949293
Hong Kong  China;;1957;64.75;2736300;3629076457
Iceland;Europe;2006;81.12;299388;3623327382
Ethiopia;Africa;1952;34.078;20860941;3621462796
Iceland;Europe;2007;81.757;301931;3618078919
New Caledonia;;1997;72.723;192347;3614748534
Dominican Republic;Americas;1997;69.957;7992357;3614101285
Ukraine;FSU;1950;62.6;36774854;3601453637
Guyana;Americas;2007;66.827;769095;3586042643
Serbia;Europe;1952;57.996;6860147;3581459448
United States;Americas;1997;76.81;272911760;3576743303
Spain;Europe;1951;61.52;28298010;3576315114
Netherlands;Europe;2006;80.0;16491461;3565339385
Japan;Asia;1954;64.61;88753892;3554902815
Burundi;Africa;1962;42.045;2961915;3552032273
Ukraine;FSU;1996;67.11;50812520;3548689544
Bolivia;Americas;1977;50.023;5079716;3548097832
Indonesia;Asia;2007;70.65;223547000;3540651564
Panama;Americas;1962;61.817;1215725;3536540301
Greece;Europe;1952;65.86;7733250;3530690067
Bosnia and Herzegovina;Europe;1977;69.86;4086000;3528481305
Denmark;Europe;2007;78.332;5468120;3527841874
Ecuador;Americas;1952;48.357;3548753;3522110717
Angola;Africa;1952;30.015;4232095;3520610273
Portugal;Europe;1955;61.43;8692600;3513188054
Kuwait;Asia;2002;76.904;2111561;3511010566
Egypt;Africa;1982;56.006;45681811;3503729636
Kuwait;Asia;1992;75.19;1418095;3493291959
Switzerland;Europe;2004;81.28;7450867;3486409237
Congo  Rep.;Africa;1997;52.962;2800947;3484164376
Mexico;Americas;1952;50.789;30144317;3478125529
Denmark;Europe;2006;78.32;5450661;3472480085
Ukraine;FSU;1997;67.69;50369926;3472475276
Norway;Europe;1993;77.28;4311964;3468412845
Bulgaria;Europe;1959;66.57;7797777;3464569652
United States;Americas;1996;76.46;269667391;3462808345
Costa Rica;Americas;1962;62.842;1345187;3460937025
Ukraine;FSU;1999;68.15;49487245;3460323855
Nicaragua;Americas;1957;45.432;1358828;3457415947
Switzerland;Europe;2001;80.41;7311237;3456938136
Azerbaijan;Asia;1992;65.623;7413618;3455542969
Libya;Africa;1957;45.289;1201578;3448284395
Switzerland;Europe;2002;80.62;7361757;3448095771
Eritrea;Africa;1957;38.047;1542611;3441618859
Ukraine;FSU;1998;68.57;49938798;3435906978
Canada;;2004;80.25;32507874;3434696551
Jordan;Asia;1992;68.015;3867409;3431593647
Brazil;Americas;1967;57.632;88049823;3429864357
Netherlands;Europe;2004;79.38;16318199;3428993315
El Salvador;Americas;1957;48.57;2355805;3421523218
Switzerland;Europe;2003;80.72;7408319;3418328306
Ireland;Europe;2002;77.783;3879155;3407704939
Japan;Asia;1953;63.37;87655163;3406853094
Portugal;Europe;1954;62.26;8632100;3397693176
Norway;Europe;1992;77.32;4286357;3396566115
Burundi;Africa;1952;39.031;2445618;3392964587
Sweden;Europe;2007;80.884;9031088;3385974835
Netherlands;Europe;2002;78.53;16122830;3372475778
Saudi Arabia;Asia;1982;63.012;11254672;3369317525
Belgium;Europe;2007;79.441;10392226;3369260508
Netherlands;Europe;2003;78.79;16223248;3366642283
Swaziland;Africa;1972;49.552;480105;3364836625
Canada;;2003;79.95;32207113;3363525438
Netherlands;Europe;2000;78.24;15907853;3352511132
Austria;Europe;2004;79.49;8174762;3345569403
Syria;Asia;1992;69.249;13219062;3340542768
Brazil;Americas;1962;55.665;76039390;3336585802
Luxembourg;Europe;1986;74.61;369019;3335597899
Switzerland;Europe;1999;79.88;7232809;3334965383
Canada;;2002;79.77;31902268;3332896507
Bolivia;Americas;1997;62.05;7693188;3326143191
United Kingdom;Europe;2007;79.425;60776238;3320326128
Sweden;Europe;2006;80.95;9016596;3315620545
Albania;Europe;1972;67.69;2263554;3313422188
Samoa;;1977;58.658;152748;3311515919
Norway;Europe;1991;76.93;4261733;3307056769
Samoa;;1982;61.167;158084;3301912004
Taiwan;Asia;1970;68.69;14598316;3300736289
New Caledonia;;2002;75.082;207858;3297787344
Mexico;Americas;1950;49.6;28485180;3293777163
Greece;Europe;1950;65.7;7566028;3293034773
Iran;Asia;1957;47.181;19792000;3290257643
Switzerland;Europe;1990;77.44;6836626;3287577966
Tonga;;1982;67.968;92201;3287049023
Spain;Europe;1950;61.87;28062963;3280315024
Austria;Europe;2003;78.98;8162656;3274118737
Denmark;Europe;2004;77.58;5413392;3273791096
Portugal;Europe;1953;61.12;8578950;3262202522
Congo  Rep.;Africa;1977;55.625;1536769;3259178978
Morocco;Africa;2002;69.615;31167783;3258495584
Canada;;2001;79.65;31592805;3257056646
Bhutan;Asia;2002;63.458;2094176;3256019293
Vanuatu;;1987;61.86;142207;3251274545
Netherlands;Europe;1999;78.07;15801947;3250509307
Algeria;Africa;1967;51.407;12760499;3246991771
Canada;;2000;79.42;31278097;3244860764
United States;Americas;1993;75.84;260255352;3243429902
Austria;Europe;2002;78.98;8148312;3241760769
Bulgaria;Europe;1958;68.71;7727553;3238108918
Guyana;Americas;2002;63.578;759104;3237953172
Vanuatu;;2002;68.406;196178;3234458141
Austria;Europe;2001;78.85;8131690;3219642488
Denmark;Europe;2003;77.78;5394138;3217480797
Germany;Europe;2007;79.406;82400996;3217037442
Japan;Asia;1952;63.03;86459025;3216956347
Denmark;Europe;2002;77.18;5374693;3216650006
Botswana;Africa;1977;59.319;781472;3214857818
Denmark;Europe;2001;77.06;5355826;3213410623
Congo  Rep.;Africa;1972;54.907;1340458;3213152683
Australia;;2004;81.15;19913144;3209850615
Fiji;Oceania;1982;64.683;658906;3209257468
Norway;Europe;1990;76.41;4242006;3206481755
Honduras;Americas;1977;57.402;3055235;3203208066
Switzerland;Europe;1989;77.63;6763653;3203132878
Austria;Europe;2000;78.35;8113413;3200850466
United States;Americas;1992;76.09;256894189;3200393224
New Caledonia;;1972;61.2;125500;3200130686
Syria;Asia;1977;61.195;7932503;3195484582
Iceland;Europe;2003;81.06;291064;3193700631
Albania;Europe;1997;72.95;3428038;3193054604
Philippines;Asia;2007;71.688;91077287;3190481016
United States;Americas;1990;75.61;250131894;3188095862
Iceland;Europe;2001;80.64;284812;3183054252
Namibia;Africa;1962;48.386;621392;3173215595
Japan;Asia;2007;82.603;127467972;3165606806
United States;Americas;1989;75.32;247341697;3164640825
Australia;;2003;80.78;19731984;3163424243
Belgium;Europe;2004;79.11;10348276;3160001699
Belize;;1977;69.747;140578;3158688003
Bolivia;Americas;1982;53.859;5642224;3156510452
Switzerland;Europe;1995;78.68;7157106;3153076934
Norway;Europe;1989;76.33;4226142;3152769364
Switzerland;Europe;1993;78.32;7058211;3151565427
Romania;Europe;1952;61.05;16630000;3144613186
United States;Americas;1991;75.81;253492503;3139840261
Germany;Europe;2006;79.79;82422299;3137442754
Norway;Europe;1988;75.99;4208729;3135823328
Kuwait;Asia;1982;71.309;1497494;3135403573
West Bank and Gaza;Asia;1972;56.532;1089572;3133409277
Guyana;Americas;1997;62.06;746336;3131958941
New Caledonia;;2007;76.058;221943;3127834502
Tunisia;Africa;1977;59.837;6005061;3120876811
Indonesia;Asia;1997;66.041;199278000;3119335603
China;Asia;2002;72.028;1280400000;3119280896
Iceland;Europe;2002;80.5;288030;3116320196
Iceland;Europe;2000;79.72;281043;3109202544
Norway;Europe;1986;76.04;4166596;3105082105
Austria;Europe;1999;78.06;8094156;3103961877
Sweden;Europe;2004;80.67;8986400;3102789129
Denmark;Europe;1999;76.66;5320134;3101302697
Japan;Asia;2006;82.67;127463611;3100171797
Switzerland;Europe;1988;77.43;6704112;3097158824
United States;Americas;1988;75.03;245021414;3084686533
Puerto Rico;Americas;1952;64.28;2227000;3081959785
Djibouti;Africa;1977;46.519;228694;3081761022
Honduras;Americas;1992;66.399;5077347;3081694603
Portugal;Europe;1951;58.72;8490250;3077244823
Australia;;2002;80.37;19546792;3068775473
Portugal;Europe;1952;59.82;8526050;3068319867
Azerbaijan;Asia;2002;66.844;7798497;3059179927
Hong Kong  China;;1952;60.96;2125900;3054421209
Belgium;Europe;2002;78.32;10311970;3048588375
Dominican Republic;Americas;1992;68.457;7351181;3044214214
Luxembourg;Europe;1985;73.68;367169;3043546678
Iran;Asia;1952;44.869;17272000;3035326002
Denmark;Europe;1998;76.51;5302767;3033882805
Georgia;;1967;66.654;4564785;3029799086
Switzerland;Europe;1987;77.41;6649942;3028170459
Switzerland;Europe;1986;77.11;6603192;3027342434
West Bank and Gaza;Asia;2007;73.422;4018332;3025349798
Netherlands;Europe;1997;78.03;15604464;3024613063
Trinidad and Tobago;Americas;1952;59.1;662850;3023271928
Honduras;Americas;1987;64.492;4372203;3023096699
Taiwan;Asia;1969;68.6;14282297;3022679676
Djibouti;Africa;1967;42.074;127617;3020050513
Sri Lanka;Asia;2002;70.815;19576783;3015378833
Algeria;Africa;1957;45.685;10270856;3013976023
Austria;Europe;1998;77.88;8078622;3010797838
Belgium;Europe;2001;78.22;10291679;3009207613
Bulgaria;Europe;1957;66.61;7651254;3008670727
Angola;Africa;1977;39.483;6162675;3008647355
United Arab Emirates;Asia;1992;73.657;2048857;3008423648
Norway;Europe;1985;75.9;4152419;3007427105
New Caledonia;;1977;65.75;136000;3006277613
Germany;Europe;2001;78.57;82280551;3006139867
Australia;;2001;80.35;19357594;3004324277
Iceland;Europe;1999;79.46;277280;3004293674
Germany;Europe;2002;78.67;82350671;3003580198
Germany;Europe;2003;78.74;82398326;2995293665
Costa Rica;Americas;1957;60.026;1112300;2990010802
Canada;;1998;78.83;30628924;2983745806
Thailand;Asia;1987;66.084;52910342;2982653773
Morocco;Africa;1997;67.66;28529501;2982101858
Denmark;Europe;1997;76.11;5283663;2980434567
Bolivia;Americas;1972;46.714;4565872;2980331339
Bahrain;Asia;2007;75.635;708573;2979604834
Fiji;Oceania;1987;66.626;719574;2974850227
Japan;Asia;2004;82.36;127333002;2974204613
Portugal;Europe;1950;58.53;8442750;2961890656
Panama;Americas;1957;59.201;1063506;2961800905
Bolivia;Americas;1992;59.957;6893451;2961699694
Luxembourg;Europe;1984;73.11;366272;2960607112
Nicaragua;Americas;1987;62.008;3344353;2955984375
Morocco;Africa;1992;65.393;25798239;2948047252
United Kingdom;Europe;2002;78.471;59912431;2947899919
France;Europe;2004;80.52;60424213;2946609716
Japan;Asia;1951;60.99;85163848;2926689586
Iceland;Europe;1998;79.67;274000;2925669932
Oman;Asia;1962;43.165;628164;2924638113
United States;Americas;1986;74.87;240650755;2916168646
Netherlands;Europe;1996;77.65;15527809;2916133172
Japan;Asia;2003;82.07;127214499;2907361233
Switzerland;Europe;1981;75.87;6425450;2900326953
Denmark;Europe;1996;75.74;5262075;2899908162
Dominican Republic;Americas;1987;66.046;6655297;2899842175
Jamaica;Americas;1952;58.53;1426095;2898530881
Canada;;1997;78.61;30305843;2895492589
France;Europe;2002;79.59;59925035;2892603234
Germany;Europe;1999;77.94;82074778;2884265612
France;Europe;2001;79.44;59658144;2882772241
Japan;Asia;1997;80.69;125956499;2881658499
Djibouti;Africa;1987;50.04;311025;2880102568
Djibouti;Africa;1982;48.812;305991;2879468067
Malta;Europe;1967;69.456;318573;2878912966
Switzerland;Europe;1980;75.64;6385229;2873236608
United Arab Emirates;Asia;2002;77.806;2445989;2872896185
Taiwan;Asia;2007;78.4;23174294;2871827684
Sweden;Europe;2001;79.93;8939915;2869577327
Norway;Europe;1984;76.19;4140095;2867301615
Finland;Europe;2003;78.63;5204405;2865002742
Dominican Republic;Americas;1982;63.727;5968349;2861092386
Austria;Europe;1996;77.1;8060852;2860235254
Japan;Asia;2000;81.35;126699784;2855960016
Sweden;Europe;2000;79.84;8923569;2844786072
France;Europe;2000;79.25;59381628;2844362305
United States;Americas;1985;74.79;238466283;2843971118
Singapore;Asia;1957;63.179;1445929;2843104409
Switzerland;Europe;1982;76.21;6468126;2839771512
Switzerland;Europe;1983;76.22;6501073;2839688917
Japan;Asia;1996;80.46;125645311;2838515847
Hong Kong  China;;1997;80.0;6495918;2837763219
Denmark;Europe;1995;75.36;5232612;2835852353
Puerto Rico;Americas;1950;60.85;2218000;2822052814
Finland;Europe;2002;78.37;5193039;2820459057
Switzerland;Europe;1974;74.43;6460000;2817432841
Equatorial Guinea;Africa;1997;48.245;439971;2814480755
Canada;;1996;78.4;29983162;2807483649
Belgium;Europe;1998;77.62;10217030;2803061314
Spain;Europe;2006;80.94;40397842;2800612139
Fiji;Oceania;1972;60.642;544000;2797759484
Canada;;1995;78.14;29619002;2796967291
Italy;Europe;2002;80.24;57926999;2796809817
Austria;Europe;1995;76.84;8047433;2791881948
Japan;Asia;1998;80.77;126246096;2790467521
Italy;Europe;2004;81.18;58057477;2788757345
Luxembourg;Europe;1983;73.35;365885;2787696353
Egypt;Africa;1977;53.319;38783863;2785493582
Switzerland;Europe;1973;74.08;6441100;2785175724
Italy;Europe;2003;80.32;57998353;2783964196
Japan;Asia;1999;80.74;126494403;2780960299
Germany;Europe;1997;77.34;82011073;2778888416
Italy;Europe;2001;80.0;57844924;2777973034
Congo  Dem. Rep.;Africa;2007;46.462;64606759;2775518587
Angola;Africa;2002;41.003;10866106;2773287312
Canada;;1989;77.2;27379300;2772989597
Bulgaria;Europe;1955;64.81;7499400;2772894304
Reunion;;1957;55.09;308700;2769451844
Denmark;Europe;1994;75.51;5205603;2765788425
Switzerland;Europe;1979;75.64;6350840;2761711846
Guyana;Americas;1977;60.651;758334;2760808387
Albania;Europe;1967;66.22;1984060;2760196931
Netherlands;Europe;1994;77.6;15382198;2758956463
Angola;Africa;1982;39.942;7016384;2756953672
Canada;;1988;76.94;26894800;2756241454
Belgium;Europe;1997;77.53;10199787;2756119663
Morocco;Africa;1987;62.677;22987397;2755046991
United States;Americas;1984;74.82;236348292;2754710387
Greece;Europe;2007;79.483;10706290;2753841188
Moldova;Europe;1950;58.4;2336432;2752304469
Japan;Asia;1995;79.76;125341354;2750908014
Nicaragua;Americas;2007;72.899;5675356;2749320965
Bulgaria;Europe;1956;65.21;7575800;2747377929
France;Europe;1999;78.94;59116128;2746621016
Austria;Europe;1994;76.6;8027540;2746347863
Jordan;Asia;1967;51.629;1255058;2741796252
Canada;;1990;77.51;27790600;2738727394
Germany;Europe;1996;76.9;81890667;2733646604
Sweden;Europe;1999;79.61;8909790;2732873948
Timor-Leste;Asia;2002;58.274;952618;2726030509
Taiwan;Asia;2006;78.1;23036087;2724806789
Switzerland;Europe;1972;73.78;6401400;2719511304
Reunion;;1952;52.724;257700;2718885295
Finland;Europe;2000;77.76;5168595;2717196611
Italy;Europe;2000;79.72;57719337;2716046843
Germany;Europe;1995;76.65;81653702;2714595792
Luxembourg;Europe;1982;72.47;365718;2707842115
Austria;Europe;1992;76.04;7914969;2704201868
Japan;Asia;1994;79.91;125014050;2703782807
Morocco;Africa;1982;59.65;20198730;2702620356
Switzerland;Europe;1978;75.34;6332568;2702343582
Luxembourg;Europe;1980;72.59;364400;2702164537
Australia;;1997;78.83;18565243;2699793657
Switzerland;Europe;1977;75.39;6316424;2698229052
Iceland;Europe;1987;77.23;244676;2692320628
Armenia;;2002;71.403;3013818;2692304039
Bulgaria;Europe;1953;64.14;7346100;2691935068
Luxembourg;Europe;1979;72.41;363000;2688708062
Luxembourg;Europe;1981;72.38;365400;2682665989
Japan;Asia;1992;79.36;124329269;2682489511
Japan;Asia;1993;79.51;124668019;2681824098
Netherlands;Europe;1992;77.42;15174244;2679094961
Colombia;Americas;1967;59.963;19764027;2678729839
Bolivia;Americas;1952;40.414;2883315;2677326347
French Polynesia;;2007;74.057;278633;2676684485
Austria;Europe;1991;75.83;7818423;2674439669
Belgium;Europe;1996;77.31;10178934;2672549837
Germany;Europe;1994;76.47;81414164;2672064284
France;Europe;1998;78.81;58866290;2670451324
Djibouti;Africa;1952;34.812;63149;2669529475
Japan;Asia;1991;79.31;123946268;2664876575
Sri Lanka;Asia;1997;70.457;18698655;2664477257
Canada;;1987;76.86;26549700;2662651503
Switzerland;Europe;1971;73.26;6343293;2659326926
Canada;;1993;77.83;28920644;2659039937
Netherlands;Europe;1991;77.21;15066220;2653006767
Philippines;Asia;2002;70.303;82995088;2650921068
Germany;Europe;1992;76.07;80597764;2650530317
West Bank and Gaza;Asia;1967;51.631;1142636;2649715007
Canada;;1991;77.69;28117600;2649159562
Belgium;Europe;1995;76.97;10155459;2648094732
Montenegro;Europe;1952;59.164;413834;2647585601
Japan;Asia;1950;59.3;83805000;2644585447
Taiwan;Asia;1967;67.5;13648692;2643858681
Iceland;Europe;1988;77.08;249885;2643522394
Denmark;Europe;1992;75.33;5171393;2640673985
Georgia;;2002;70.476;4728357;2637562323
Iceland;Europe;1990;77.98;254719;2637287842
Spain;Europe;2004;80.28;40280780;2635704829
Canada;;1992;77.95;28523502;2634288426
Norway;Europe;1981;75.84;4099702;2634045425
Iceland;Europe;1991;77.94;256831;2633262091
Iceland;Europe;1989;78.15;252746;2631746255
Turkmenistan;Asia;1997;62.928;4267070;2631317995
Norway;Europe;1982;75.97;4114787;2629863531
Angola;Africa;1992;40.647;8735988;2627845685
Switzerland;Europe;1976;74.94;6333313;2627086866
Norway;Europe;1980;75.65;4085620;2617835602
Sweden;Europe;1998;79.53;8902684;2617314884
Guatemala;Americas;1957;44.142;3640876;2617155967
Belize;;1972;67.589;127661;2616696579
Australia;;1996;78.56;18348078;2615113247
Bulgaria;Europe;1954;64.4;7423300;2613983108
Austria;Europe;1990;75.77;7722953;2613499521
Swaziland;Africa;1967;46.633;420690;2613101665
Italy;Europe;1999;79.31;57603634;2612882464
Germany;Europe;1991;75.61;79984244;2612705882
Netherlands;Europe;1990;77.05;14951510;2610949388
United Kingdom;Europe;1997;77.218;58808266;2607453136
Vanuatu;;1977;57.0;106000;2605687985
Philippines;Asia;1982;62.082;53456774;2603273765
Cote d'Ivoire;Africa;1982;53.983;9025951;2602710169
Cameroon;Africa;1987;54.985;10780667;2602664206
Sudan;Africa;2007;58.556;42292929;2602394995
Cyprus;Europe;2007;79.035;788457;2600287197
Denmark;Europe;1991;75.29;5154352;2598080761
Belgium;Europe;1994;76.82;10122914;2594730294
Canada;;1986;76.56;26203800;2592116702
Finland;Europe;1999;77.53;5158097;2591526438
United States;Americas;1983;74.71;234307207;2591013179
France;Europe;1997;78.64;58623428;2588978487
Japan;Asia;1990;79.04;123537399;2587013512
Bolivia;Americas;1967;45.032;4040665;2586886053
Iceland;Europe;1995;78.05;267527;2584048851
Slovenia;Europe;2007;77.926;2009245;2576825759
United States;Americas;1981;74.36;229966237;2575507922
Mauritius;Africa;1972;62.944;851334;2575484158
Denmark;Europe;1990;74.92;5140954;2571412973
Bulgaria;Europe;1951;60.63;7258200;2567424534
United States;Americas;1979;74.03;225055000;2567201176
Bhutan;Asia;1997;58.929;1876236;2561507659
Luxembourg;Europe;1973;70.47;350450;2557914322
Belgium;Europe;1992;76.46;10045622;2557557069
Spain;Europe;2003;79.72;40217413;2556428953
Australia;;1995;78.49;18116171;2551871544
Bosnia and Herzegovina;Europe;1992;72.178;4256013;2546781445
Denmark;Europe;1989;74.92;5132593;2544785704
Italy;Europe;1998;78.92;57550318;2540999448
France;Europe;1996;78.28;58388408;2540680475
Denmark;Europe;1988;74.89;5129516;2539629132
Honduras;Americas;1967;50.924;2500689;2538269358
United States;Americas;1980;73.93;227726463;2536602267
Philippines;Asia;1997;68.564;75012988;2536534925
Austria;Europe;1989;75.5;7627861;2530787479
Belgium;Europe;1991;76.3;10004487;2529357135
Luxembourg;Europe;1977;71.76;361450;2528232839
Sweden;Europe;1997;79.39;8897619;2526659499
Taiwan;Asia;2004;77.3;22749838;2523882357
Paraguay;Americas;1972;65.815;2614104;2523337977
Belgium;Europe;1993;76.48;10085426;2522959834
Netherlands;Europe;1989;76.87;14848907;2522501637
French Polynesia;;2002;73.01;257847;2522432969
France;Europe;1995;78.07;58149727;2521434926
New Zealand;Oceania;2007;80.204;4115771;2518500911
Cote d'Ivoire;Africa;1977;52.374;7459574;2517736547
United States;Americas;1978;73.58;222585000;2515636866
Iceland;Europe;1992;78.77;259012;2514439201
Aruba;;1992;74.108;67174;2512054961
Denmark;Europe;1987;74.8;5127024;2511617581
Iceland;Europe;1986;78.09;242999;2510772219
Denmark;Europe;1986;74.69;5120534;2507425739
Cape Verde;Africa;2002;70.203;408760;2505291423
Iceland;Europe;1993;78.98;261270;2503085874
Norway;Europe;1979;75.39;4072517;2502403337
United States;Americas;1982;74.65;232187835;2500955914
Finland;Europe;1998;77.34;5146983;2500432237
Albania;Europe;1992;71.581;3326498;2497437901
Colombia;Americas;1962;57.863;17009885;2492351109
Luxembourg;Europe;1976;70.47;360750;2491728779
Brazil;Americas;1957;53.285;65551171;2487365989
Saudi Arabia;Asia;1992;68.768;16945857;2484161777
New Caledonia;;1987;69.98;158737;2483787139
Saudi Arabia;Asia;1972;53.886;6472756;2483742865
Spain;Europe;2002;79.78;40152517;2483547166
New Caledonia;;1982;68.35;145000;2483114901
Panama;Americas;1952;55.191;940080;2480380334
Australia;;1994;78.1;17892557;2478017241
Hong Kong  China;;1992;77.601;5829696;2475760301
Macao  China;Asia;2002;79.982;437794;2475547297
Mauritius;Africa;1967;61.557;789309;2475387562
France;Europe;1994;77.95;57906847;2474781699
Nicaragua;Americas;2002;70.836;5146848;2474548819
Sweden;Europe;1990;77.67;8600815;2474045183
Japan;Asia;1989;79.02;123107500;2470453408
France;Europe;1992;77.46;57374179;2470379615
Italy;Europe;1997;78.82;57479469;2467502446
Congo  Rep.;Africa;1962;48.435;1047924;2464783157
Germany;Europe;1987;74.847;77718298;2463918566
Sweden;Europe;1996;79.15;8892234;2462887784
